0.02081250  0.00000000  5.31905572  13.58323221
0.02082915  0.00027803  9.09250680  13.58323221
0.02084580  0.00049139  9.09250680  10.05717627
0.02086245  0.00061446  12.86595721  5.95074374
0.02087910  0.00069344  12.86595721  5.85982408
0.02089575  0.00080811  16.63940663  6.27556225
0.02091240  0.00090256  24.18630746  5.19261250
0.02092905  0.00098158  54.37391111  5.48766123
0.02094570  0.00108479  43.05355987  6.90212920
0.02096235  0.00121077  69.46771708  7.28757506
0.02097900  0.00132792  50.60046070  6.00479409
0.02099565  0.00141134  43.05355987  4.22493494
0.02101230  0.00146924  35.50665904  3.44845846
0.02102895  0.00152616  31.73320829  3.69295850
0.02104560  0.00159214  12.86595721  3.31697444
0.02106225  0.00163700  20.41285705  1.50115355
0.02107890  0.00164272  20.41285705  0.82627052
0.02109555  0.00166473  20.41285705  2.42482113
0.02111220  0.00172275  12.86595721  3.47664746
0.02112885  0.00177954  16.63940663  4.65541925
0.02114550  0.00187875  20.41285705  5.61198601
0.02116215  0.00196330  24.18630746  4.31154268
0.02117880  0.00202414  16.63940663  7.40307818
0.02119545  0.00220757  31.73320829  11.18508929
0.02121210  0.00239592  61.92081194  9.75580872
0.02122875  0.00253351  43.05355987  11.92599938
0.02124540  0.00279111  69.46771708  16.17092507
0.02126205  0.00307181  77.01461791  16.75863033
0.02127870  0.00334882  88.33496915  14.69981025
0.02129535  0.00356337  95.88186998  12.08535266
0.02131200  0.00375172  126.06947363  9.92340814
0.02132865  0.00389399  129.84292438  8.63978261
0.02134530  0.00404060  141.16326766  9.04778532
0.02136195  0.00419540  148.71016849  6.95044041
0.02137860  0.00427143  152.48361891  4.41618364
0.02139525  0.00434483  152.48361891  6.80375071
0.02141190  0.00449579  144.93671808  8.53025045
0.02142855  0.00462072  137.38981725  18.07368543
0.02144520  0.00509660  122.29602322  20.42982803
0.02146185  0.00528875  133.61636683  15.54275231
0.02147850  0.00564615  141.16326766  16.29148813
0.02149515  0.00587098  129.84292438  19.38460896
0.02151180  0.00620502  193.99157413  12.98490968
0.02152845  0.00632446  235.49952902  2.78162806
0.02154510  0.00631323  250.59333101  -5.81622708
0.02156175  0.00612485  239.27297944  -5.86315899
0.02157840  0.00611224  220.40572736  -4.11178386
0.02159505  0.00601533  261.91368226  -0.60013293
0.02161170  0.00617326  295.87475224  13.60424614
0.02162835  0.00645338  360.02340995  21.48922494
0.02164500  0.00682535  371.34376119  23.18280998
0.02166165  0.00727665  393.98446401  22.64084685
0.02167830  0.00755505  401.53136484  20.59078281
0.02169495  0.00790309  446.81277048  6.63237254
0.02171160  0.00780738  446.81277048  -3.46045370
0.02172825  0.00777541  405.30481559  6.62099724
0.02174490  0.00803345  348.70305871  16.40315073
0.02176155  0.00831703  344.92960829  18.98194546
0.02177820  0.00862634  356.24995954  21.16229790
0.02179485  0.00900077  329.83580630  22.15555084
0.02181150  0.00939743  333.60925672  20.75728988
0.02182815  0.00970794  439.26586965  16.86981412
0.02184480  0.00995485  548.69593267  11.44990635
0.02186145  0.01007647  624.16494196  10.75737806
0.02187810  0.01033394  688.31359967  13.85699316
0.02189475  0.01052714  729.82155456  5.73777877
0.02191140  0.01053343  718.50120332  1.58390928
0.02192805  0.01058136  718.50120332  3.82689993
0.02194470  0.01065531  692.08705008  6.04009232
0.02196135  0.01078932  661.89944643  11.38964366
0.02197800  0.01102685  643.03219403  12.39032225
0.02199465  0.01120208  658.12599602  10.62674773
0.02201130  0.01137312  710.95430249  9.05034673
0.02202795  0.01152321  726.04810415  11.33010337
0.02204460  0.01174587  767.55605937  9.52038364
0.02206125  0.01182907  831.70471708  4.53594575
0.02207790  0.01190919  835.47816750  8.61305373
0.02209455  0.01210578  843.02506833  13.81274576
0.02211120  0.01236958  873.21267197  17.76583830
0.02212785  0.01270066  880.75957280  20.42813415
0.02214450  0.01304451  884.53302322  17.64698244
0.02216115  0.01329632  903.40027562  14.94169088
0.02217780  0.01353397  914.72062687  16.24642208
0.02219445  0.01384088  929.81442886  17.33277038
0.02221110  0.01410541  952.45513167  14.88772143
0.02222775  0.01434023  971.32238375  13.18307017
0.02224440  0.01454763  978.86928491  12.54274782
0.02226105  0.01475729  993.96308657  14.84291690
0.02227770  0.01503970  982.64273532  16.45056310
0.02229435  0.01530105  990.18963615  19.90138085
0.02231100  0.01570055  956.22858209  24.30395221
0.02232765  0.01611551  990.18963615  25.25918447
0.02234430  0.01654292  990.18963615  25.64738814
0.02236095  0.01696654  1001.50998740  24.18748339
0.02237760  0.01734620  1016.60378939  21.79936268
0.02239425  0.01770211  1035.47104146  20.00503735
0.02241090  0.01799904  1046.79139303  21.86346065
0.02242755  0.01842149  1069.43209585  24.74877110
0.02244420  0.01882903  1084.52589751  23.03365414
0.02246085  0.01919277  1095.84624876  23.30012333
0.02247750  0.01960322  1107.16660033  26.31408472
0.02249415  0.02006728  1110.94005075  29.40039219
0.02251080  0.02057951  1110.94005075  31.20827650
0.02252745  0.02110186  1110.94005075  31.55685450
0.02254410  0.02163097  1099.61969950  31.44070608
0.02256075  0.02215745  1088.29934793  31.81296941
0.02257740  0.02269152  1092.07279834  33.94983642
0.02259405  0.02328318  1065.65864511  39.34407898
0.02261070  0.02398599  1088.29934793  38.71742894
0.02262735  0.02458409  1095.84624876  36.80389448
0.02264400  0.02521248  1099.61969950  37.08954431
0.02266065  0.02581696  1126.03385240  32.30625546
0.02267730  0.02629390  1144.90110481  27.28725383
0.02269395  0.02672790  1152.44800564  27.06449504
0.02271060  0.02719462  1159.99490680  29.05871249
0.02272725  0.02769897  1167.54180763  31.44318461
0.02274390  0.02824861  1171.31525804  32.97176365
0.02276055  0.02879802  1167.54180763  35.28547879
0.02277720  0.02941501  1163.76835721  38.95143789
0.02279385  0.03008857  1159.99490680  39.82872530
0.02281050  0.03074026  1159.99490680  38.13908290
0.02282715  0.03136311  1144.90110481  37.22245076
0.02284380  0.03197892  1122.26040199  38.24992543
0.02286045  0.03263596  1144.90110481  40.32481906
0.02287710  0.03332412  1133.58075357  41.33884545
0.02289375  0.03401162  1148.67455522  41.08726509
