[General]
Dat File Version=	4
Specimen Group=
Component=
Material=	HC550 980DPD+Z
Operator Name=	wANGCHEN
Comments=
Test Date=	15/10/2012
Test Time=	09:37:18
Setup File=	C:\Program Files\Instron\HighRate\Tensile Test\Test Files\120301 -1fa.tst
Calibration File=	C:\Program Files\Instron\HighRate\Tensile Test\Support Files\Tension 1 Valve.cal
Velocity Calibration File Date Modified=	27/03/2012 12:55:02
Transducer Calibration File=	C:\Program Files\Instron\HighRate\Tensile Test\Support Files\Kistler_Tens100kN.tcl
Transducer Calibration File Date Modified= 	04/06/2012 15:02:05
Geometry Type=	0
Direct Area=30.150000	~mm²
Gauge Length=	20.0	~mm
Trigger Type=	Analog
Trigger Channel=	Position
Trigger Level=	-10.000000
Test Direction=	Tension
Actuator Displacement=	200.000000
Velocity=	1.000000
VHS Profiler=	OFF
VHS Profiler File=
Unit System=	0
Load Units=	kN
Extension Units=	mm
Accelerometer Units=	g
Drive Units=	V
Time Units=	s
Numeric Separator=	.
Fiedler Header=	Strain
Number of Pretriggers=	1200
First Pass Filter=	500
Second Pass Filter=	500
Filter Average=	5.000000
Use Second Pass=	False
Time Column=	0
Position Column=	2
Load Column=	3
Accelerometer Column=	4
Trigger Column=	6
Extensometer Column=	9
Position Filtered Column=	1
Valve Drive Column=	5
[Calibration]
Filtered Position	Position	Load	Accelerometer	Drive	Trigger	Spool_1	Spool_2	Strain	lower Head GREEN(Way)	upper Head RED(Way)	Head(Strain)	Head(Strain rate)
15.340000	15.340000	23.300000	-1116.150000	1.000000	1.000000	1.000000	1.000000	0.40382669	0.13605411	0.50927764	2.01913344	10.50058312
0.000000	0.000000	-0.002000	-0.010000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
+/- 10V	+/- 10V	+/- 10V	+/- 10V	+/- 10V	+/- 10V	+/- 10V	+/- 10V
[Start of Data]
Time	Filtered Position	Position	Load	Accelerometer	Drive	Trigger	Spool_1	Spool_2	Strain	lower Head GREEN(Way)	upper Head RED(Way)	Head(Strain)	Head(Strain rate)
s	mm	mm	kN	g	V	V	V	V	mm	mm	mm	%	1/s
0.00000000	-48.65378952	-48.68652344	0.04660000	-0.26159766	-2.27050781	4.81445312	-2.37792969	-0.06835937	0.00000000	0.00000000	0.00000000	0.00000000	5.06630413
0.00003335	-48.62149429	-48.68652344	0.04660000	-5.71154881	-2.25585937	4.81445312	-2.35839844	-0.05859375	0.00000000	0.00000000	0.00000000	0.00000000	5.06630413
0.00006670	-48.59030151	-49.06103516	0.16036953	-22.06140327	-2.26562500	4.80957031	-2.35351562	-0.06835937	0.00000000	0.00000000	0.00000000	0.00000000	5.06630413
0.00010005	-48.56060791	-48.68652344	0.16036953	-0.26159766	-2.27050781	4.81445312	-2.36816406	-0.08300781	0.00000000	0.00000000	0.00000000	0.00000000	5.06630413
0.00013340	-48.53205872	-48.53672028	0.38790861	-0.26159766	-2.27050781	4.81445312	-2.40722656	-0.10253906	0.00000000	0.00000000	0.00000000	0.00000000	5.06630413
0.00016675	-48.50380707	-48.38691330	1.18429530	5.18835354	-2.26562500	4.80957031	-2.36328125	-0.06835937	0.00000000	0.00000000	0.00000000	0.00000000	5.06630413
0.00020010	-48.47540665	-48.68652344	0.72921717	-5.71154881	-2.28515625	4.80957031	-2.35351562	-0.04882812	0.00000000	0.00000000	0.00000000	0.00000000	5.06630413
0.00023345	-48.44709396	-48.68652344	0.16036953	-0.26159766	-2.28027344	4.80957031	-2.37792969	-0.06835937	0.00000000	0.00000000	0.00000000	0.00000000	5.06630413
0.00026680	-48.41939926	-48.61162186	0.16036953	5.18835354	-2.26562500	4.80957031	-2.33886719	-0.07812500	0.00000000	0.00000000	0.00000000	0.00000000	5.06630413
0.00030015	-48.39266586	-48.61162186	0.16036953	-5.71154881	-2.27539062	4.81445312	-2.36816406	-0.07812500	0.00000000	0.00000000	0.00000000	0.00000000	5.06630413
0.00033350	-48.36691666	-48.53672028	0.04660000	-16.61145210	-2.27050781	4.80957031	-2.36328125	-0.05859375	0.00000000	0.00000000	0.00000000	0.00000000	5.06630413
