0.02200000  1166.95966282
0.02400000  1186.48011378
0.02600000  1206.28421842
0.02800000  1208.65994412
0.03000000  1214.22022721
0.03200000  1222.31987884
0.03400000  1226.02794260
0.03600000  1231.81647772
0.03800000  1246.16560016
0.04000000  1261.57882378
0.04200000  1264.39131500
0.04400000  1258.12004521
0.04600000  1259.19331520
0.04800000  1275.43186274
0.05000000  1283.67780846
0.05200000  1277.26863059
0.05400000  1267.73237035
0.05600000  1269.18550438
0.05800000  1279.20446561
0.06000000  1287.58405860
0.06200000  1290.40415725
0.06400000  1293.52581748
0.06600000  1299.19231922
0.06800000  1304.23390503
0.07000000  1303.86096803
0.07200000  1301.68228649
0.07400000  1300.44384258
0.07600000  1300.22835303
0.07800000  1303.21421886
0.08000000  1310.35540285
0.08200000  1315.56897301
0.08400000  1312.03814304
0.08600000  1303.05699446
0.08800000  1297.16203910
0.09000000  1303.61447513
0.09200000  1319.43126908
0.09400000  1329.98034626
0.09600000  1327.55007175
0.09800000  1315.74921106
0.10000000  1308.70350426
