[General]
Dat File Version=	4
Specimen Group=
Component=	HC550 980DPD+Z
Material=	Steel
Operator Name=	WANGCHEN
Comments=
Test Date=	15/10/2012
Test Time=	13:35:56
Setup File=	C:\Program Files\Instron\HighRate\Tensile Test\Test Files\120301 -2fa.tst
Calibration File=	C:\Program Files\Instron\HighRate\Tensile Test\Support Files\Tension 2 Valve.cal
Velocity Calibration File Date Modified=	06/04/2012 10:25:55
Transducer Calibration File=	C:\Program Files\Instron\HighRate\Tensile Test\Support Files\Kistler_Tens100kN.tcl
Transducer Calibration File Date Modified= 	04/06/2012 15:02:05
Geometry Type=	0
Direct Area=30.150000	~mm²
Gauge Length=	20.0	~mm
Trigger Type=	Analog
Trigger Channel=	Position
Trigger Level=	-15.000000
Test Direction=	Tension
Actuator Displacement=	200.000000
Velocity=	15.000000
VHS Profiler=	OFF
VHS Profiler File=
Unit System=	0
Load Units=	kN
Extension Units=	mm
Accelerometer Units=	g
Drive Units=	V
Time Units=	s
Numeric Separator=	.
Fiedler Header=	Strain
Number of Pretriggers=	1200
First Pass Filter=	500
Second Pass Filter=	500
Filter Average=	5.000000
Use Second Pass=	False
Time Column=	0
Position Column=	2
Load Column=	3
Accelerometer Column=	4
Trigger Column=	6
Extensometer Column=	9
Position Filtered Column=	1
Valve Drive Column=	5
[Calibration]
Filtered Position	Position	Load	Accelerometer	Drive	Trigger	Spool_1	Spool_2	Strain	lower Head GREEN(Way)	upper Head RED(Way)	Head(Strain)	Head(Strain rate)
15.340000	15.340000	23.300000	-1116.150000	1.000000	1.000000	1.000000	1.000000	0.77611420	0.23869085	0.90414039	3.88057099	141.01393312
0.000000	0.000000	-0.002000	-0.010000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
+/- 10V	+/- 10V	+/- 10V	+/- 10V	+/- 10V	+/- 10V	+/- 10V	+/- 10V
[Start of Data]
Time	Filtered Position	Position	Load	Accelerometer	Drive	Trigger	Spool_1	Spool_2	Strain	lower Head GREEN(Way)	upper Head RED(Way)	Head(Strain)	Head(Strain rate)
s	mm	mm	kN	g	V	V	V	V	mm	mm	mm	%	1/s
0.00000000	-51.27764511	-51.30810547	0.16036953	-0.26159766	-5.51757812	4.80468750	-5.57128906	-5.00000000	0.00000000	0.00000000	0.00000000	0.00000000	53.89553275
0.00000220	-51.24718475	-51.15830231	0.04660000	-5.71154881	-5.52246094	4.80468750	-5.56152344	-4.99023437	0.00000000	0.00000000	0.00000000	0.00000000	53.89553275
0.00000440	-51.21672440	-51.15830231	-0.06716953	-11.16149998	-5.51269531	4.79980469	-5.57128906	-5.00000000	0.00000000	0.00000000	0.00000000	0.00000000	53.89553275
0.00000660	-51.18626785	-51.23320389	0.04660000	-16.61145210	-5.52246094	4.80468750	-5.56640625	-4.98535156	0.00000000	0.00000000	0.00000000	0.00000000	53.89553275
0.00000880	-51.15580750	-51.38300705	-0.40847811	5.18835354	-5.52734375	4.80468750	-5.58593750	-4.99511719	0.00000000	0.00000000	0.00000000	0.00000000	53.89553275
0.00001100	-51.12534714	-51.15830231	0.16036953	-38.41125488	-5.50292969	4.79492187	-5.61523437	-5.00488281	0.00000000	0.00000000	0.00000000	0.00000000	53.89553275
0.00001320	-51.09489059	-51.23320389	0.04660000	-22.06140327	-5.51269531	4.80468750	-5.58105469	-4.97070312	0.00000000	0.00000000	0.00000000	0.00000000	53.89553275
0.00001540	-51.06443787	-51.15830231	-0.52224767	-11.16149998	-5.49316406	4.79980469	-5.60546875	-5.00000000	0.00000000	0.00000000	0.00000000	0.00000000	53.89553275
0.00001760	-51.03398514	-51.15830231	0.16036953	-5.71154881	-5.51757812	4.79980469	-5.57128906	-4.98046875	0.00000000	0.00000000	0.00000000	0.00000000	53.89553275
0.00001980	-51.00353241	-51.38300705	-0.63601720	-43.86120605	-5.52246094	4.80957031	-5.59082031	-4.99511719	0.00000000	0.00000000	0.00000000	0.00000000	53.89553275
0.00002200	-50.97308350	-51.15830231	0.16036953	-11.16149998	-5.51757812	4.80468750	-5.57617187	-4.98535156	0.00000000	0.00000000	0.00000000	0.00000000	53.89553275
