[General]
Dat File Version=	4
Specimen Group=
Component=
Material=	HC550 980DPD+Z
Operator Name=	wANGCHEN
Comments=
Test Date=	15/10/2012
Test Time=	09:50:42
Setup File=	C:\Program Files\Instron\HighRate\Tensile Test\Test Files\120301 -1fa.tst
Calibration File=	C:\Program Files\Instron\HighRate\Tensile Test\Support Files\Tension 1 Valve.cal
Velocity Calibration File Date Modified=	27/03/2012 12:55:02
Transducer Calibration File=	C:\Program Files\Instron\HighRate\Tensile Test\Support Files\Kistler_Tens100kN.tcl
Transducer Calibration File Date Modified= 	04/06/2012 15:02:05
Geometry Type=	0
Direct Area=30.150000	~mm²
Gauge Length=	20.0	~mm
Trigger Type=	Analog
Trigger Channel=	Position
Trigger Level=	-10.000000
Test Direction=	Tension
Actuator Displacement=	200.000000
Velocity=	2.000000
VHS Profiler=	OFF
VHS Profiler File=
Unit System=	0
Load Units=	kN
Extension Units=	mm
Accelerometer Units=	g
Drive Units=	V
Time Units=	s
Numeric Separator=	.
Fiedler Header=	Strain
Number of Pretriggers=	1200
First Pass Filter=	500
Second Pass Filter=	500
Filter Average=	5.000000
Use Second Pass=	False
Time Column=	0
Position Column=	2
Load Column=	3
Accelerometer Column=	4
Trigger Column=	6
Extensometer Column=	9
Position Filtered Column=	1
Valve Drive Column=	5
[Calibration]
Filtered Position	Position	Load	Accelerometer	Drive	Trigger	Spool_1	Spool_2	Strain	lower Head GREEN(Way)	upper Head RED(Way)	Head(Strain)	Head(Strain rate)
15.340000	15.340000	23.300000	-1116.150000	1.000000	1.000000	1.000000	1.000000	0.41443096	0.15181072	0.53643525	2.07215481	30.80246615
0.000000	0.000000	-0.002000	-0.010000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
+/- 10V	+/- 10V	+/- 10V	+/- 10V	+/- 10V	+/- 10V	+/- 10V	+/- 10V
[Start of Data]
Time	Filtered Position	Position	Load	Accelerometer	Drive	Trigger	Spool_1	Spool_2	Strain	lower Head GREEN(Way)	upper Head RED(Way)	Head(Strain)	Head(Strain rate)
s	mm	mm	kN	g	V	V	V	V	mm	mm	mm	%	1/s
0.00000000	-48.65283203	-48.68652344	0.16036953	-5.71154881	-2.95410156	4.80957031	-3.02246094	-0.03417969	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00001665	-48.61915207	-48.61162186	0.04660000	-0.26159766	-2.97363281	4.80957031	-3.02246094	-0.04394531	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00003330	-48.58552551	-48.83632660	0.04660000	16.08825493	-2.95410156	4.80957031	-3.02246094	-0.05371094	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00004995	-48.55206680	-48.83632660	0.04660000	-0.26159766	-2.94921875	4.81445312	-2.98339844	-0.05371094	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00006660	-48.51882935	-48.31201172	0.16036953	-11.16149998	-2.95410156	4.81445312	-3.02246094	-0.06835937	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00008325	-48.48580933	-48.83632660	0.27413908	-5.71154881	-2.94921875	4.81445312	-3.04687500	-0.13183594	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00009990	-48.45296860	-48.46181488	-0.06716953	5.18835354	-2.96386719	4.80957031	-3.04199219	-0.06835937	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00011655	-48.42028046	-48.46181488	0.04660000	5.18835354	-2.95410156	4.80468750	-3.04687500	-0.04394531	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00013320	-48.38772202	-48.46181488	0.16036953	-0.26159766	-2.95410156	4.80957031	-3.03710937	-0.04882812	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00014985	-48.35529327	-48.53672028	0.27413908	-5.71154881	-2.95410156	4.80957031	-3.02246094	-0.01953125	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00016650	-48.32303238	-48.53672028	0.16036953	-5.71154881	-2.95410156	4.81445312	-3.03222656	-0.03417969	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00018315	-48.29096603	-48.46181488	0.16036953	5.18835354	-2.94921875	4.81933594	-3.00292969	0.00488281	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00019980	-48.25909805	-48.31201172	0.16036953	-11.16149998	-2.94921875	4.80957031	-3.02246094	-0.03906250	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00021645	-48.22736740	-48.31201172	0.16036953	5.18835354	-2.95410156	4.80957031	-3.02734375	-0.05371094	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00023310	-48.19569016	-48.16220856	0.16036953	-5.71154881	-2.95410156	4.80957031	-3.00781250	-0.04394531	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00024975	-48.16399002	-48.16220856	0.16036953	-0.26159766	-2.95410156	4.80957031	-3.02246094	-0.07324219	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
0.00026640	-48.13220978	-48.01240158	-0.06716953	-43.86120605	-2.95410156	4.80957031	-3.04199219	-0.06835937	0.00000000	0.00000000	0.00000000	0.00000000	-14.65273774
