0.0000000000e+000    1.9031499529e+001
2.7803000000e-004    2.1629485795e+001
4.9139000000e-004    3.0693381636e+001
6.1446000000e-004    5.4074038801e+001
6.9344000000e-004    9.2013620518e+001
8.0811000000e-004    1.3314094628e+002
9.0256000000e-004    1.6012472558e+002
9.8158000000e-004    1.6184894545e+002
1.0847900000e-003    1.4233763008e+002
1.2107700000e-003    1.1850558023e+002
1.3279200000e-003    1.0807878588e+002
1.4113400000e-003    1.1750421405e+002
1.4692400000e-003    1.3956503849e+002
1.5261600000e-003    1.6175888120e+002
1.5921400000e-003    1.7721590896e+002
1.6370000000e-003    1.8846548890e+002
1.6427200000e-003    2.0174384028e+002
1.6647300000e-003    2.1854514260e+002
1.7227500000e-003    2.3322756598e+002
1.7795400000e-003    2.3897099628e+002
1.8787500000e-003    2.3582678401e+002
1.9633000000e-003    2.3241372855e+002
2.0241400000e-003    2.3908723534e+002
2.2075700000e-003    2.5893765003e+002
2.3959200000e-003    2.8534230639e+002
2.5335100000e-003    3.0858265454e+002
2.7911100000e-003    3.2520912814e+002
3.0718100000e-003    3.4099929155e+002
3.3488200000e-003    3.6441239577e+002
3.5633700000e-003    3.9670544446e+002
3.7517200000e-003    4.2844049589e+002
3.8939900000e-003    4.4639086202e+002
4.0406000000e-003    4.4507797194e+002
4.1954000000e-003    4.3251608086e+002
4.2714300000e-003    4.2467610232e+002
4.3448300000e-003    4.3323668760e+002
4.4957900000e-003    4.5714492542e+002
4.6207200000e-003    4.8497371387e+002
5.0966000000e-003    5.0541680121e+002
5.2887500000e-003    5.1636752804e+002
5.6461500000e-003    5.2495421741e+002
5.8709800000e-003    5.3947343879e+002
6.2050200000e-003    5.6127069678e+002
6.3244600000e-003    5.8393682354e+002
6.3132300000e-003    5.9987593777e+002
6.1248500000e-003    6.0752356284e+002
6.1122400000e-003    6.1245390057e+002
6.0153300000e-003    6.2185301739e+002
6.1732600000e-003    6.3806593775e+002
6.4533800000e-003    6.5729742855e+002
6.8253500000e-003    6.7413179675e+002
7.2766500000e-003    6.8690973259e+002
7.5550500000e-003    6.9859197358e+002
7.9030900000e-003    7.1262741020e+002
7.8073800000e-003    7.2844537122e+002
7.7754100000e-003    7.4144406170e+002
8.0334500000e-003    7.4765029594e+002
8.3170300000e-003    7.4837485882e+002
8.6263400000e-003    7.5002645792e+002
9.0007700000e-003    7.5891323484e+002
9.3974300000e-003    7.7575054865e+002
9.7079400000e-003    7.9494859914e+002
9.9548500000e-003    8.0928609207e+002
1.0076470000e-002    8.1564363757e+002
1.0333940000e-002    8.1674955188e+002
1.0527140000e-002    8.1787382406e+002
1.0533430000e-002    8.2208416566e+002
1.0581360000e-002    8.2857966734e+002
1.0655310000e-002    8.3514036519e+002
1.0789320000e-002    8.4154837743e+002
1.1026850000e-002    8.5011963651e+002
1.1202080000e-002    8.6277899699e+002
1.1373120000e-002    8.7792179008e+002
1.1523210000e-002    8.9070041953e+002
1.1745870000e-002    8.9693752475e+002
1.1829070000e-002    8.9707031397e+002
1.1909190000e-002    8.9622866454e+002
1.2105780000e-002    9.0012353087e+002
1.2369580000e-002    9.1040393265e+002
1.2700660000e-002    9.2365094512e+002
1.3044510000e-002    9.3473948955e+002
1.3296320000e-002    9.4126946946e+002
1.3533970000e-002    9.4500468893e+002
1.3840880000e-002    9.4935941993e+002
1.4105410000e-002    9.5578276204e+002
1.4340230000e-002    9.6269024192e+002
1.4547630000e-002    9.6775607362e+002
1.4757290000e-002    9.7089401412e+002
1.5039700000e-002    9.7464761075e+002
1.5301050000e-002    9.8151690302e+002
1.5700550000e-002    9.9103457789e+002
1.6115510000e-002    9.9977709140e+002
1.6542920000e-002    1.0045422850e+003
1.6966540000e-002    1.0056271702e+003
1.7346200000e-002    1.0068670240e+003
1.7702110000e-002    1.0122022424e+003
1.7999040000e-002    1.0219766444e+003
1.8421490000e-002    1.0325206931e+003
1.8829030000e-002    1.0394523482e+003
1.9192770000e-002    1.0415813997e+003
1.9603220000e-002    1.0417869638e+003
2.0067280000e-002    1.0442079799e+003
2.0579510000e-002    1.0505803566e+003
2.1101860000e-002    1.0591644509e+003
2.1630970000e-002    1.0669569600e+003
2.2157450000e-002    1.0726356094e+003
2.2691520000e-002    1.0772073258e+003
2.3283180000e-002    1.0819849664e+003
2.3985990000e-002    1.0864444989e+003
2.4584090000e-002    1.0886048674e+003
2.5212480000e-002    1.0877068743e+003
2.5816960000e-002    1.0861871279e+003
2.6293900000e-002    1.0883255435e+003
2.6727900000e-002    1.0963349163e+003
2.7194620000e-002    1.1076538510e+003
2.7698970000e-002    1.1165317622e+003
2.8248610000e-002    1.1189686668e+003
2.8798020000e-002    1.1165319899e+003
2.9415010000e-002    1.1151948204e+003
3.0088570000e-002    1.1198762094e+003
3.0740260000e-002    1.1296130354e+003
3.1363110000e-002    1.1380435747e+003
